effect	side	block_end_year	raw_block_total	scale	running_total	target
timber_pressure	cost	800	0.0154	1.0	0.2776	0.4587
timber_pressure	benefit	850	0.0017	0.98	0.2583	0.2583
timber_pressure	cost	850	0.014	1.0	0.2916	0.4633
timber_pressure	benefit	900	0.0136	0.123	0.26	0.26
timber_pressure	cost	900	0.0057	1.0	0.2973	0.468
timber_pressure	benefit	950	0.0068	0.245	0.2617	0.2617
timber_pressure	cost	950	0.0073	1.0	0.3046	0.4727
timber_pressure	cost	1000	0.0164	1.0	0.321	0.4773
timber_pressure	benefit	1050	0.0051	0.654	0.265	0.265
timber_pressure	cost	1050	0.0201	1.0	0.3411	0.482
timber_pressure	benefit	1100	0.0119	0.14	0.2667	0.2667
timber_pressure	cost	1100	0.0093	1.0	0.3504	0.4867
timber_pressure	benefit	1150	0.0149	0.112	0.2683	0.2683
timber_pressure	cost	1150	0.006	1.0	0.3564	0.4913
timber_pressure	benefit	1200	0.0153	0.109	0.27	0.27
timber_pressure	cost	1200	0.0024	1.0	0.3588	0.496
timber_pressure	cost	1250	0.001	1.0	0.3598	0.5
timber_pressure	benefit	1300	0.0071	0.469	0.2733	0.2733
timber_pressure	cost	1300	0.0016	1.0	0.3614	0.504
timber_pressure	benefit	1350	0.0095	0.175	0.275	0.275
timber_pressure	cost	1350	0.01	1.0	0.3714	0.508
timber_pressure	benefit	1400	0.0054	0.309	0.2767	0.2767
timber_pressure	cost	1400	0.013	1.0	0.3844	0.512
timber_pressure	cost	1450	0.0085	1.0	0.3929	0.516
timber_pressure	benefit	1500	0.0108	0.309	0.28	0.28
timber_pressure	cost	1500	0.01	1.0	0.4029	0.52
timber_pressure	benefit	1550	0.0121	0.138	0.2817	0.2817
timber_pressure	cost	1550	0.0164	1.0	0.4193	0.524
timber_pressure	benefit	1600	0.0209	0.08	0.2833	0.2833
timber_pressure	cost	1600	0.009	1.0	0.4283	0.528
timber_pressure	benefit	1650	0.0091	0.183	0.285	0.285
timber_pressure	cost	1650	0.0142	1.0	0.4425	0.532
timber_pressure	benefit	1700	0.0269	0.062	0.2867	0.2867
timber_pressure	cost	1700	0.023	1.0	0.4655	0.536
timber_pressure	benefit	1750	0.0054	0.309	0.2883	0.2883
timber_pressure	cost	1750	0.0164	1.0	0.4819	0.54
timber_pressure	benefit	1800	0.0122	0.137	0.29	0.29
timber_pressure	cost	1800	0.0177	1.0	0.4996	0.544
timber_pressure	benefit	1850	0.02	0.108	0.2922	0.2922
timber_pressure	cost	1850	0.008	1.0	0.5076	0.548
timber_pressure	benefit	1900	0.018	0.12	0.2943	0.2943
timber_pressure	cost	1900	0.02	1.0	0.5276	0.552
timber_pressure	cost	1950	0.01	1.0	0.5376	0.556
timber_pressure	benefit	2000	0.007	0.619	0.2987	0.2987
timber_pressure	cost	2000	0.023	0.974	0.56	0.56
timber_pressure	benefit	2050	0.004	0.542	0.3008	0.3008
timber_pressure	cost	2050	0.002	1.0	0.562	0.564
timber_pressure	cost	2100	0.004	1.0	0.566	0.568
timber_pressure	benefit	2150	0.03	0.144	0.3052	0.3052
timber_pressure	benefit	2200	0.004	0.542	0.3073	0.3073
timber_pressure	cost	2200	0.001	1.0	0.567	0.576
timber_pressure	benefit	2250	0.036	0.06	0.3095	0.3095
timber_pressure	cost	2250	0.001	1.0	0.568	0.58
timber_pressure	benefit	2300	0.005	0.433	0.3117	0.3117
timber_pressure	benefit	2350	0.016	0.135	0.3138	0.3138
timber_pressure	cost	2350	0.001	1.0	0.569	0.588
timber_pressure	benefit	2400	0.016	0.135	0.316	0.316
timber_pressure	benefit	2450	0.0212	0.33	0.323	0.323
timber_pressure	benefit	2500	0.008	0.875	0.33	0.33
timber_pressure	cost	2500	0.013	1.0	0.582	0.604
timber_pressure	benefit	2550	0.004	1.0	0.334	0.338
timber_pressure	cost	2550	0.004	1.0	0.586	0.61
timber_pressure	benefit	2600	0.0208	0.577	0.346	0.346
timber_pressure	cost	2600	0.006	1.0	0.592	0.616
timber_pressure	benefit	2650	0.008	1.0	0.354	0.356
timber_pressure	benefit	2700	0.0304	0.395	0.366	0.366
timber_pressure	benefit	2750	0.0042	1.0	0.3702	0.378
timber_pressure	benefit	2800	0.001	1.0	0.3712	0.39
timber_pressure	benefit	2850	0.001	1.0	0.3722	0.405
timber_pressure	benefit	2950	0.0032	1.0	0.3754	0.435
timber_pressure	benefit	3000	0.0064	1.0	0.3818	0.45
timber_pressure	cost	3000	0.004	1.0	0.596	0.68
timber_yield	benefit	50	0.13	1.0	0.13	0.225
timber_yield	benefit	200	0.03	1.0	0.16	0.297
timber_yield	benefit	250	0.035	1.0	0.195	0.3173
timber_yield	benefit	300	0.01	1.0	0.205	0.3375
timber_yield	benefit	350	0.03	1.0	0.235	0.357
timber_yield	benefit	400	0.03	1.0	0.265	0.3765
timber_yield	benefit	600	0.04	1.0	0.305	0.45
timber_yield	benefit	650	0.026	1.0	0.331	0.4537
timber_yield	benefit	700	0.008	1.0	0.339	0.4575
timber_yield	benefit	900	0.0051	1.0	0.3441	0.4725
timber_yield	cost	900	0.0068	1.0	0.0068	0.234
timber_yield	benefit	1050	0.0017	1.0	0.3458	0.4838
timber_yield	benefit	1100	0.0085	1.0	0.3543	0.4875
timber_yield	benefit	1200	0.0043	1.0	0.3586	0.495
timber_yield	benefit	1300	0.007	1.0	0.3656	0.5025
timber_yield	benefit	1350	0.001	1.0	0.3666	0.5062
timber_yield	benefit	1400	0.003	1.0	0.3696	0.51
timber_yield	benefit	1550	0.001	1.0	0.3706	0.5212
timber_yield	benefit	1600	0.002	1.0	0.3726	0.525
timber_yield	benefit	1650	0.002	1.0	0.3746	0.5288
timber_yield	cost	1650	0.001	1.0	0.0078	0.266
timber_yield	benefit	1700	0.014	1.0	0.3886	0.5325
timber_yield	benefit	1800	0.005	1.0	0.3936	0.54
timber_yield	cost	1800	0.002	1.0	0.0098	0.272
timber_yield	benefit	1850	0.014	1.0	0.4076	0.5449
timber_yield	benefit	1900	0.006	1.0	0.4136	0.5497
timber_yield	benefit	2000	0.008	1.0	0.4216	0.5595
timber_yield	benefit	2100	0.002	1.0	0.4236	0.5693
timber_yield	benefit	2150	0.014	1.0	0.4376	0.5741
timber_yield	benefit	2250	0.012	1.0	0.4496	0.5839
timber_yield	benefit	2300	0.006	1.0	0.4556	0.5887
timber_yield	benefit	2350	0.003	1.0	0.4586	0.5936
timber_yield	benefit	2450	0.006	1.0	0.4646	0.6142
timber_yield	cost	2650	0.002	1.0	0.0118	0.311
timber_yield	benefit	2700	0.006	1.0	0.4706	0.711
timber_yield	benefit	2800	0.003	1.0	0.4736	0.765
timber_yield	cost	2900	0.003	1.0	0.0148	0.33
timber_yield	cost	3000	0.003	1.0	0.0178	0.34
tool_quality	benefit	50	0.12	1.0	0.12	0.12
tool_quality	benefit	100	0.0241	1.0	0.1441	0.144
tool_quality	benefit	150	0.022	1.0	0.1661	0.166
tool_quality	benefit	200	0.022	1.0	0.1881	0.188
tool_quality	benefit	250	0.004	1.0	0.1921	0.21
tool_quality	benefit	300	0.026	1.0	0.2181	0.232
tool_quality	benefit	350	0.03	1.0	0.2481	0.2587
tool_quality	benefit	400	0.0373	1.0	0.2854	0.2853
tool_quality	benefit	450	0.008	1.0	0.2934	0.312
tool_quality	benefit	500	0.015	1.0	0.3084	0.3413
tool_quality	benefit	650	0.0034	1.0	0.3118	0.405
tool_quality	benefit	700	0.0408	1.0	0.3526	0.41
tool_quality	benefit	750	0.0497	1.0	0.4023	0.415
tool_quality	benefit	900	0.0221	1.0	0.4244	0.43
tool_quality	benefit	950	0.004	1.0	0.4284	0.435
tool_quality	benefit	1100	0.0131	1.0	0.4415	0.45
tool_quality	benefit	1150	0.0034	1.0	0.4449	0.455
tool_quality	benefit	1250	0.0013	1.0	0.4462	0.465
tool_quality	benefit	1300	0.0052	1.0	0.4514	0.47
tool_quality	benefit	1350	0.01	1.0	0.4614	0.475
tool_quality	benefit	1450	0.0052	1.0	0.4666	0.485
tool_quality	benefit	1500	0.0026	1.0	0.4692	0.49
tool_quality	benefit	1550	0.0082	1.0	0.4774	0.495
tool_quality	benefit	1600	0.0026	1.0	0.48	0.5
tool_quality	benefit	1650	0.0059	1.0	0.4859	0.505
tool_quality	benefit	1700	0.0167	1.0	0.5026	0.51
tool_quality	benefit	1750	0.001	1.0	0.5036	0.515
tool_quality	benefit	1800	0.0182	0.901	0.52	0.52
tool_quality	benefit	1900	0.0216	0.617	0.5333	0.5333
tool_quality	benefit	1950	0.002	1.0	0.5353	0.54
tool_quality	benefit	2000	0.011	1.0	0.5463	0.5467
tool_quality	benefit	2050	0.0188	0.372	0.5533	0.5533
tool_quality	benefit	2100	0.0028	1.0	0.5561	0.56
tool_quality	benefit	2150	0.0106	0.994	0.5667	0.5667
tool_quality	benefit	2200	0.003	1.0	0.5697	0.5733
tool_quality	benefit	2250	0.002	1.0	0.5717	0.58
tool_quality	benefit	2300	0.0236	0.636	0.5867	0.5867
tool_quality	benefit	2350	0.004	1.0	0.5907	0.5933
tool_quality	benefit	2400	0.021	0.444	0.6	0.6
tool_quality	benefit	2450	0.0072	1.0	0.6072	0.62
tool_quality	benefit	2500	0.0189	1.0	0.6261	0.64
tool_quality	benefit	2550	0.0273	1.0	0.6534	0.6625
tool_quality	benefit	2600	0.0637	0.496	0.685	0.685
tool_quality	benefit	2650	0.014	1.0	0.699	0.71
tool_quality	benefit	2700	0.0423	0.851	0.735	0.735
tool_quality	benefit	2750	0.0234	1.0	0.7584	0.7625
tool_quality	benefit	2800	0.0195	1.0	0.7779	0.79
tool_quality	benefit	2850	0.0182	1.0	0.7961	0.82
tool_quality	benefit	2900	0.0039	1.0	0.8	0.85
tool_quality	benefit	2950	0.0039	1.0	0.8039	0.875
trade_capacity	benefit	50	0.135	1.0	0.135	0.135
trade_capacity	benefit	100	0.0268	1.0	0.1618	0.162
trade_capacity	benefit	150	0.0248	1.0	0.1866	0.1867
trade_capacity	benefit	200	0.0249	1.0	0.2115	0.2115
trade_capacity	benefit	250	0.0248	1.0	0.2363	0.2362
trade_capacity	benefit	300	0.0249	1.0	0.2612	0.261
trade_capacity	cost	300	0.004	1.0	0.004	0.17
trade_capacity	benefit	350	0.0301	1.0	0.2913	0.291
trade_capacity	benefit	400	0.03	1.0	0.3213	0.321
trade_capacity	cost	400	0.01	1.0	0.014	0.1867
trade_capacity	benefit	450	0.0297	1.0	0.351	0.351
trade_capacity	cost	450	0.02	1.0	0.034	0.195
trade_capacity	benefit	500	0.0332	1.0	0.3842	0.384
trade_capacity	benefit	550	0.0329	1.0	0.4171	0.417
trade_capacity	benefit	600	0.0316	1.0	0.4487	0.45
trade_capacity	benefit	650	0.0321	0.212	0.4555	0.4555
trade_capacity	cost	650	0.0008	1.0	0.0348	0.2223
trade_capacity	benefit	700	0.034	0.162	0.461	0.461
trade_capacity	cost	700	0.0008	1.0	0.0356	0.2247
trade_capacity	benefit	750	0.0488	0.113	0.4665	0.4665
trade_capacity	cost	750	0.003	1.0	0.0386	0.227
trade_capacity	benefit	800	0.0426	0.129	0.472	0.472
trade_capacity	cost	800	0.0018	1.0	0.0404	0.2293
trade_capacity	benefit	850	0.0395	0.139	0.4775	0.4775
trade_capacity	benefit	900	0.0402	0.137	0.483	0.483
trade_capacity	benefit	950	0.0526	0.105	0.4885	0.4885
trade_capacity	cost	950	0.0026	1.0	0.043	0.2363
trade_capacity	benefit	1000	0.0317	0.174	0.494	0.494
trade_capacity	cost	1000	0.0047	1.0	0.0477	0.2387
trade_capacity	benefit	1050	0.0407	0.135	0.4995	0.4995
trade_capacity	benefit	1100	0.0235	0.234	0.505	0.505
trade_capacity	benefit	1150	0.0203	0.271	0.5105	0.5105
trade_capacity	cost	1150	0.007	1.0	0.0547	0.2457
trade_capacity	benefit	1200	0.0236	0.233	0.516	0.516
trade_capacity	cost	1200	0.003	1.0	0.0577	0.248
trade_capacity	benefit	1250	0.0097	0.567	0.5215	0.5215
trade_capacity	cost	1250	0.005	1.0	0.0627	0.25
trade_capacity	benefit	1300	0.0237	0.232	0.527	0.527
trade_capacity	cost	1300	0.001	1.0	0.0637	0.252
trade_capacity	benefit	1350	0.019	0.289	0.5325	0.5325
trade_capacity	cost	1350	0.002	1.0	0.0657	0.254
trade_capacity	benefit	1400	0.012	0.458	0.538	0.538
trade_capacity	cost	1400	0.001	1.0	0.0667	0.256
trade_capacity	benefit	1450	0.0327	0.168	0.5435	0.5435
trade_capacity	cost	1450	0.004	1.0	0.0707	0.258
trade_capacity	benefit	1500	0.0321	0.171	0.549	0.549
trade_capacity	benefit	1550	0.0316	0.174	0.5545	0.5545
trade_capacity	cost	1550	0.0011	1.0	0.0718	0.262
trade_capacity	benefit	1600	0.0426	0.129	0.56	0.56
trade_capacity	cost	1600	0.0015	1.0	0.0733	0.264
trade_capacity	benefit	1650	0.0355	0.155	0.5655	0.5655
trade_capacity	cost	1650	0.0011	1.0	0.0744	0.266
trade_capacity	benefit	1700	0.0501	0.11	0.571	0.571
trade_capacity	cost	1700	0.004	1.0	0.0784	0.268
trade_capacity	benefit	1750	0.0687	0.08	0.5765	0.5765
trade_capacity	cost	1750	0.006	1.0	0.0844	0.27
trade_capacity	benefit	1800	0.0467	0.118	0.582	0.582
trade_capacity	cost	1800	0.0201	1.0	0.1045	0.272
trade_capacity	benefit	1850	0.0183	0.401	0.5893	0.5893
trade_capacity	cost	1850	0.013	1.0	0.1175	0.274
trade_capacity	benefit	1900	0.0696	0.105	0.5967	0.5967
trade_capacity	cost	1900	0.0045	1.0	0.122	0.276
trade_capacity	benefit	1950	0.0689	0.106	0.604	0.604
trade_capacity	cost	1950	0.001	1.0	0.123	0.278
trade_capacity	benefit	2000	0.0629	0.117	0.6113	0.6113
trade_capacity	cost	2000	0.002	1.0	0.125	0.28
trade_capacity	benefit	2050	0.0582	0.126	0.6187	0.6187
trade_capacity	cost	2050	0.005	1.0	0.13	0.282
trade_capacity	benefit	2100	0.0392	0.187	0.626	0.626
trade_capacity	cost	2100	0.003	1.0	0.133	0.284
trade_capacity	benefit	2150	0.0225	0.326	0.6333	0.6333
trade_capacity	benefit	2200	0.0531	0.138	0.6407	0.6407
trade_capacity	cost	2200	0.004	1.0	0.137	0.288
trade_capacity	benefit	2250	0.0329	0.223	0.648	0.648
trade_capacity	cost	2250	0.008	1.0	0.145	0.29
trade_capacity	benefit	2300	0.0093	0.789	0.6553	0.6553
trade_capacity	cost	2300	0.003	1.0	0.148	0.292
trade_capacity	benefit	2350	0.0367	0.2	0.6627	0.6627
trade_capacity	cost	2350	0.004	1.0	0.152	0.294
trade_capacity	benefit	2400	0.035	0.21	0.67	0.67
trade_capacity	cost	2400	0.0035	1.0	0.1555	0.296
trade_capacity	benefit	2450	0.0274	0.803	0.692	0.692
trade_capacity	cost	2450	0.004	1.0	0.1595	0.299
trade_capacity	benefit	2500	0.0464	0.474	0.714	0.714
trade_capacity	cost	2500	0.004	1.0	0.1635	0.302
trade_capacity	benefit	2550	0.0829	0.299	0.7388	0.7388
trade_capacity	benefit	2600	0.0702	0.353	0.7635	0.7635
trade_capacity	cost	2600	0.002	1.0	0.1655	0.308
trade_capacity	benefit	2650	0.0537	0.512	0.791	0.791
trade_capacity	cost	2650	0.0021	1.0	0.1676	0.311
trade_capacity	benefit	2700	0.0146	1.0	0.8056	0.8185
trade_capacity	cost	2700	0.008	1.0	0.1756	0.314
trade_capacity	benefit	2750	0.0378	1.0	0.8434	0.8488
trade_capacity	cost	2750	0.0098	1.0	0.1854	0.317
trade_capacity	benefit	2800	0.026	1.0	0.8694	0.879
trade_capacity	cost	2800	0.0043	1.0	0.1897	0.32
trade_capacity	benefit	2850	0.0611	0.697	0.912	0.912
trade_capacity	cost	2850	0.0038	1.0	0.1935	0.325
trade_capacity	benefit	2900	0.0545	0.606	0.945	0.945
trade_capacity	cost	2900	0.0016	1.0	0.1951	0.33
trade_capacity	benefit	2950	0.0601	0.458	0.9725	0.9725
trade_capacity	cost	2950	0.0036	1.0	0.1987	0.335
trade_capacity	benefit	3000	0.0102	1.0	0.9827	1.0
trade_capacity	cost	3000	0.0144	1.0	0.2131	0.34
travel_speed	benefit	50	0.09	1.0	0.09	0.09
travel_speed	benefit	100	0.018	1.0	0.108	0.108
travel_speed	benefit	500	0.1	1.0	0.208	0.256
travel_speed	benefit	550	0.06	1.0	0.268	0.278
travel_speed	benefit	650	0.032	1.0	0.3	0.3035
travel_speed	benefit	750	0.0157	0.669	0.3105	0.3105
travel_speed	benefit	800	0.0051	0.686	0.314	0.314
travel_speed	benefit	850	0.02	0.175	0.3175	0.3175
travel_speed	benefit	950	0.004	1.0	0.3215	0.3245
travel_speed	benefit	1000	0.0034	1.0	0.3249	0.328
travel_speed	benefit	1050	0.0168	0.393	0.3315	0.3315
travel_speed	benefit	1100	0.0156	0.224	0.335	0.335
travel_speed	benefit	1150	0.002	1.0	0.337	0.3385
travel_speed	benefit	1250	0.0085	1.0	0.3455	0.3455
travel_speed	benefit	1300	0.002	1.0	0.3475	0.349
travel_speed	cost	1300	0.0016	1.0	0.0016	0.252
travel_speed	benefit	1350	0.0132	0.379	0.3525	0.3525
travel_speed	benefit	1400	0.0042	0.833	0.356	0.356
travel_speed	benefit	1450	0.0048	0.729	0.3595	0.3595
travel_speed	benefit	1500	0.016	0.219	0.363	0.363
travel_speed	benefit	1650	0.0048	1.0	0.3678	0.3735
travel_speed	benefit	1700	0.012	0.767	0.377	0.377
travel_speed	benefit	1750	0.021	0.167	0.3805	0.3805
travel_speed	benefit	1800	0.0048	0.729	0.384	0.384
travel_speed	cost	1800	0.004	1.0	0.0056	0.272
travel_speed	benefit	1850	0.0034	1.0	0.3874	0.3887
travel_speed	cost	1850	0.004	1.0	0.0096	0.274
travel_speed	benefit	1900	0.0184	0.322	0.3933	0.3933
travel_speed	benefit	1950	0.0138	0.338	0.398	0.398
travel_speed	benefit	2050	0.0046	1.0	0.4026	0.4073
travel_speed	benefit	2100	0.0057	1.0	0.4083	0.412
travel_speed	benefit	2150	0.023	0.364	0.4167	0.4167
travel_speed	benefit	2200	0.008	0.583	0.4213	0.4213
travel_speed	benefit	2250	0.001	1.0	0.4223	0.426
travel_speed	cost	2250	0.003	1.0	0.0126	0.29
travel_speed	benefit	2300	0.0169	0.493	0.4307	0.4307
travel_speed	benefit	2400	0.0207	0.451	0.44	0.44
travel_speed	benefit	2450	0.0143	0.979	0.454	0.454
travel_speed	benefit	2500	0.0203	0.69	0.468	0.468
travel_speed	benefit	2550	0.0121	1.0	0.4801	0.4838
travel_speed	benefit	2600	0.0112	1.0	0.4913	0.4995
travel_speed	benefit	2650	0.0143	1.0	0.5056	0.517
travel_speed	benefit	2700	0.0181	1.0	0.5237	0.5345
travel_speed	benefit	2750	0.0202	1.0	0.5439	0.5537
travel_speed	cost	2750	0.002	1.0	0.0146	0.317
travel_speed	benefit	2800	0.012	1.0	0.5559	0.573
travel_speed	benefit	2850	0.0233	1.0	0.5792	0.594
travel_speed	benefit	2900	0.0082	1.0	0.5874	0.615
travel_speed	benefit	2950	0.0083	1.0	0.5957	0.6325
travel_speed	cost	2950	0.001	1.0	0.0156	0.335
travel_speed	benefit	3000	0.0068	1.0	0.6025	0.65
warfare_readiness	benefit	50	0.135	1.0	0.135	0.135
warfare_readiness	benefit	100	0.009	1.0	0.144	0.162
warfare_readiness	benefit	150	0.0428	1.0	0.1868	0.1867
warfare_readiness	benefit	200	0.0248	1.0	0.2116	0.2115
warfare_readiness	benefit	250	0.0202	1.0	0.2318	0.2362
warfare_readiness	benefit	300	0.0293	1.0	0.2611	0.261
warfare_readiness	benefit	350	0.0301	1.0	0.2912	0.291
warfare_readiness	benefit	400	0.03	1.0	0.3212	0.321
warfare_readiness	benefit	450	0.0301	1.0	0.3513	0.351
warfare_readiness	benefit	500	0.0328	1.0	0.3841	0.384
warfare_readiness	benefit	550	0.0329	1.0	0.417	0.417
warfare_readiness	benefit	600	0.0208	1.0	0.4378	0.45
warfare_readiness	benefit	650	0.0173	1.0	0.4551	0.4555
warfare_readiness	benefit	700	0.0275	0.215	0.461	0.461
warfare_readiness	benefit	750	0.0607	0.091	0.4665	0.4665
warfare_readiness	benefit	800	0.0325	0.169	0.472	0.472
warfare_readiness	benefit	850	0.0256	0.215	0.4775	0.4775
warfare_readiness	benefit	900	0.0497	0.111	0.483	0.483
warfare_readiness	cost	900	0.002	1.0	0.002	0.234
warfare_readiness	benefit	950	0.008	0.688	0.4885	0.4885
warfare_readiness	benefit	1000	0.038	0.145	0.494	0.494
warfare_readiness	benefit	1050	0.0407	0.135	0.4995	0.4995
warfare_readiness	benefit	1100	0.0072	0.764	0.505	0.505
warfare_readiness	benefit	1150	0.0099	0.556	0.5105	0.5105
warfare_readiness	benefit	1200	0.0178	0.309	0.516	0.516
warfare_readiness	cost	1200	0.0017	1.0	0.0037	0.248
warfare_readiness	benefit	1250	0.0145	0.379	0.5215	0.5215
warfare_readiness	benefit	1300	0.0196	0.281	0.527	0.527
warfare_readiness	benefit	1350	0.0337	0.163	0.5325	0.5325
warfare_readiness	benefit	1400	0.0266	0.207	0.538	0.538
warfare_readiness	benefit	1450	0.0213	0.258	0.5435	0.5435
warfare_readiness	benefit	1500	0.011	0.5	0.549	0.549
warfare_readiness	benefit	1550	0.0145	0.379	0.5545	0.5545
warfare_readiness	cost	1550	0.0014	1.0	0.0051	0.262
warfare_readiness	benefit	1600	0.0186	0.296	0.56	0.56
warfare_readiness	benefit	1650	0.0314	0.175	0.5655	0.5655
warfare_readiness	benefit	1700	0.0391	0.141	0.571	0.571
warfare_readiness	benefit	1750	0.0317	0.174	0.5765	0.5765
warfare_readiness	benefit	1800	0.0363	0.152	0.582	0.582
warfare_readiness	benefit	1850	0.0386	0.19	0.5893	0.5893
warfare_readiness	benefit	1900	0.0413	0.178	0.5967	0.5967
warfare_readiness	cost	1900	0.0006	1.0	0.0057	0.276
warfare_readiness	benefit	1950	0.0554	0.132	0.604	0.604
warfare_readiness	cost	1950	0.0006	1.0	0.0063	0.278
warfare_readiness	benefit	2000	0.0457	0.16	0.6113	0.6113
warfare_readiness	benefit	2050	0.0367	0.2	0.6187	0.6187
warfare_readiness	benefit	2100	0.029	0.253	0.626	0.626
warfare_readiness	cost	2100	0.0019	1.0	0.0082	0.284
warfare_readiness	benefit	2150	0.0434	0.169	0.6333	0.6333
warfare_readiness	benefit	2200	0.0271	0.271	0.6407	0.6407
warfare_readiness	benefit	2250	0.0272	0.27	0.648	0.648
warfare_readiness	benefit	2300	0.0215	0.341	0.6553	0.6553
warfare_readiness	benefit	2350	0.0332	0.221	0.6627	0.6627
warfare_readiness	benefit	2400	0.0565	0.13	0.67	0.67
warfare_readiness	benefit	2450	0.0376	0.585	0.692	0.692
warfare_readiness	benefit	2500	0.0186	1.0	0.7106	0.714
warfare_readiness	benefit	2550	0.0298	0.945	0.7388	0.7388
warfare_readiness	cost	2550	0.0006	1.0	0.0088	0.305
warfare_readiness	benefit	2600	0.0686	0.361	0.7635	0.7635
warfare_readiness	benefit	2650	0.02	1.0	0.7835	0.791
warfare_readiness	benefit	2700	0.0482	0.726	0.8185	0.8185
warfare_readiness	cost	2700	0.0006	1.0	0.0094	0.314
warfare_readiness	benefit	2750	0.0728	0.416	0.8488	0.8488
warfare_readiness	benefit	2800	0.0593	0.51	0.879	0.879
warfare_readiness	benefit	2850	0.0218	1.0	0.9008	0.912
warfare_readiness	benefit	2900	0.0195	1.0	0.9203	0.945
warfare_readiness	benefit	2950	0.015	1.0	0.9353	0.9725
warfare_readiness	cost	2950	0.0015	1.0	0.0109	0.335
warfare_readiness	benefit	3000	0.012	1.0	0.9473	1.0
water_access	benefit	50	0.049	1.0	0.049	0.12
water_access	benefit	100	0.03	1.0	0.079	0.144
water_access	benefit	150	0.042	1.0	0.121	0.166
water_access	benefit	250	0.069	1.0	0.19	0.21
water_access	benefit	300	0.042	1.0	0.232	0.232
water_access	benefit	400	0.0534	1.0	0.2854	0.2853
water_access	benefit	450	0.0267	1.0	0.3121	0.312
water_access	benefit	500	0.0294	1.0	0.3415	0.3413
water_access	benefit	550	0.0294	1.0	0.3709	0.3707
water_access	benefit	600	0.007	1.0	0.3779	0.4
water_access	benefit	650	0.0064	1.0	0.3843	0.404
water_access	benefit	700	0.0113	1.0	0.3956	0.408
water_access	benefit	750	0.0316	0.519	0.412	0.412
water_access	benefit	800	0.0406	0.099	0.416	0.416
water_access	benefit	850	0.008	0.5	0.42	0.42
water_access	benefit	900	0.008	0.5	0.424	0.424
water_access	benefit	950	0.022	0.182	0.428	0.428
water_access	benefit	1000	0.0376	0.106	0.432	0.432
water_access	benefit	1050	0.0144	0.278	0.436	0.436
water_access	benefit	1100	0.0103	0.388	0.44	0.44
water_access	benefit	1150	0.008	0.5	0.444	0.444
water_access	cost	1150	0.0024	1.0	0.0024	0.215
water_access	benefit	1200	0.0026	1.0	0.4466	0.448
water_access	benefit	1250	0.028	0.193	0.452	0.452
water_access	benefit	1300	0.005	0.8	0.456	0.456
